               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.020564,            0.011691,          0.00041238,             0.61474,             0.41913,             0.52467,             0.25755,            0.046486,            0.064337,           0.0037404,            0.009298,            0.009298,            0.009298
                  80,            0.020823,            0.011656,           0.0004403,             0.66354,             0.43465,              0.4895,             0.23558,            0.049525,            0.065179,           0.0067145,            0.009289,            0.009289,            0.009289
                  81,            0.020573,            0.011857,          0.00043256,             0.58352,             0.50441,             0.58681,             0.29469,             0.04523,            0.058825,           0.0034469,             0.00928,             0.00928,             0.00928
                  82,            0.021144,            0.011768,          0.00044211,             0.57583,             0.47266,             0.51498,             0.24484,             0.05178,            0.061423,           0.0035305,            0.009271,            0.009271,            0.009271
                  83,            0.020395,             0.01165,          0.00042391,              0.5251,             0.48936,               0.505,             0.24831,            0.048624,            0.055446,           0.0026434,            0.009262,            0.009262,            0.009262
                  84,            0.020617,            0.011636,          0.00042474,             0.66184,             0.39729,             0.51847,             0.25583,            0.046942,             0.05871,            0.002712,            0.009253,            0.009253,            0.009253
                  85,            0.020636,            0.011604,          0.00042628,             0.65517,             0.36736,             0.45136,             0.20569,            0.053321,            0.074554,           0.0044164,            0.009244,            0.009244,            0.009244
                  86,            0.020188,            0.011314,          0.00041834,             0.47937,             0.39388,             0.46952,              0.2177,            0.051722,            0.068353,           0.0038461,            0.009235,            0.009235,            0.009235
                  87,            0.020739,             0.01144,          0.00040161,             0.70091,             0.53122,             0.61616,             0.31911,            0.044129,            0.053532,           0.0036093,            0.009226,            0.009226,            0.009226
                  88,            0.020353,            0.011482,          0.00039594,              0.7097,             0.59928,              0.6605,             0.34125,            0.043589,            0.052015,           0.0022846,            0.009217,            0.009217,            0.009217
                  89,            0.020085,            0.011369,          0.00040545,              0.5242,             0.29594,             0.35004,             0.15032,            0.060347,            0.070534,           0.0087256,            0.009208,            0.009208,            0.009208
                  90,            0.019556,            0.011102,          0.00038441,             0.62939,             0.48738,             0.54968,             0.27628,            0.046455,             0.06284,           0.0040642,            0.009199,            0.009199,            0.009199
                  91,             0.02022,            0.011424,          0.00043873,             0.65823,             0.40396,              0.5224,             0.25114,            0.049775,            0.061148,           0.0043158,             0.00919,             0.00919,             0.00919
                  92,            0.019684,            0.011334,          0.00042247,             0.69858,             0.50662,             0.59294,             0.33399,            0.042736,            0.058489,           0.0023984,            0.009181,            0.009181,            0.009181
                  93,             0.01999,            0.011347,          0.00038392,             0.58807,              0.4574,              0.5165,             0.25818,            0.046896,            0.061237,           0.0032078,            0.009172,            0.009172,            0.009172
                  94,            0.020785,            0.011531,          0.00044015,             0.56425,             0.36323,             0.39864,             0.16959,            0.053865,            0.064382,           0.0069997,            0.009163,            0.009163,            0.009163
                  95,            0.019912,            0.011383,          0.00044291,             0.58278,             0.49396,             0.54188,             0.27387,             0.04644,            0.060347,           0.0032501,            0.009154,            0.009154,            0.009154
                  96,            0.020329,            0.011314,          0.00041296,             0.65805,             0.46459,             0.53304,             0.23596,            0.048974,            0.066044,           0.0040185,            0.009145,            0.009145,            0.009145
                  97,             0.01957,            0.011124,          0.00039568,             0.60831,             0.49277,             0.52633,             0.23051,            0.050705,            0.065706,            0.005457,            0.009136,            0.009136,            0.009136
                  98,            0.019603,            0.011095,          0.00040778,             0.66532,             0.31294,             0.40014,             0.18902,            0.051001,            0.073405,           0.0053447,            0.009127,            0.009127,            0.009127
