               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.019182,           0.0050589,          0.00020727,             0.82686,             0.70346,             0.74213,             0.48133,            0.065467,            0.057625,          0.00079395,            0.000937,            0.000937,            0.000937
                  72,            0.018489,           0.0050275,          0.00021457,             0.81752,             0.66774,             0.72612,             0.44693,            0.068087,            0.063226,           0.0013102,           0.0009361,           0.0009361,           0.0009361
                  73,             0.01918,           0.0051772,          0.00021887,             0.76737,             0.67534,             0.71316,             0.44453,            0.068203,            0.065445,          0.00084064,           0.0009352,           0.0009352,           0.0009352
                  74,            0.018882,           0.0049994,          0.00021464,             0.81709,             0.69413,             0.73886,             0.47347,            0.065768,            0.060511,          0.00062666,           0.0009343,           0.0009343,           0.0009343
                  75,            0.019591,           0.0051848,          0.00022892,             0.76752,             0.64509,             0.68995,             0.43908,            0.066967,            0.065726,           0.0011645,           0.0009334,           0.0009334,           0.0009334
                  76,            0.018803,           0.0049607,          0.00022082,             0.77813,             0.63509,             0.68555,              0.4529,            0.067289,            0.065493,           0.0011275,           0.0009325,           0.0009325,           0.0009325
                  77,            0.019015,           0.0050768,          0.00022742,             0.80867,             0.68065,             0.72402,             0.46326,            0.067859,             0.06104,           0.0006379,           0.0009316,           0.0009316,           0.0009316
                  78,            0.019237,            0.005117,          0.00020547,             0.82159,             0.67767,             0.72947,             0.45786,            0.068854,            0.061793,          0.00083226,           0.0009307,           0.0009307,           0.0009307
                  79,            0.018473,           0.0049319,          0.00021931,             0.82042,             0.59558,             0.66906,             0.41767,            0.070428,            0.071985,           0.0011795,           0.0009298,           0.0009298,           0.0009298
                  80,            0.020433,           0.0055034,          0.00022724,             0.75886,             0.64086,             0.69614,             0.42765,            0.068507,            0.067154,          0.00085208,           0.0009289,           0.0009289,           0.0009289
                  81,            0.019482,           0.0052065,          0.00023769,             0.79453,             0.71391,             0.74943,               0.477,            0.066674,            0.058464,           0.0012199,            0.000928,            0.000928,            0.000928
                  82,            0.019321,           0.0051797,          0.00020933,             0.79595,             0.65964,              0.7038,             0.44275,            0.067782,            0.060518,           0.0014854,           0.0009271,           0.0009271,           0.0009271
                  83,            0.018698,           0.0049047,          0.00021262,             0.79117,             0.65533,             0.70387,             0.44822,            0.067732,            0.061606,          0.00094621,           0.0009262,           0.0009262,           0.0009262
                  84,            0.018901,           0.0048216,          0.00020549,             0.76552,             0.63392,             0.68467,             0.43556,            0.067547,            0.065178,          0.00092687,           0.0009253,           0.0009253,           0.0009253
                  85,            0.019197,           0.0048357,          0.00021667,             0.82465,             0.60035,             0.65023,             0.41225,            0.071073,            0.068056,           0.0010327,           0.0009244,           0.0009244,           0.0009244
                  86,            0.017481,           0.0044591,          0.00019831,             0.77726,             0.61927,             0.66758,             0.42604,            0.068746,            0.070965,           0.0010332,           0.0009235,           0.0009235,           0.0009235
                  87,            0.017972,           0.0045706,          0.00020834,              0.7939,             0.66328,             0.71401,             0.45714,            0.067861,            0.064991,          0.00084537,           0.0009226,           0.0009226,           0.0009226
                  88,            0.017104,           0.0044411,          0.00022766,             0.80368,             0.62728,             0.70435,             0.42924,            0.067081,            0.065729,          0.00079137,           0.0009217,           0.0009217,           0.0009217
                  89,            0.017847,           0.0045688,          0.00020644,             0.81247,             0.65837,             0.70803,             0.43185,            0.068837,            0.061061,           0.0010476,           0.0009208,           0.0009208,           0.0009208
                  90,            0.018329,           0.0048519,          0.00019071,             0.79231,             0.63263,             0.69123,             0.42624,             0.07092,            0.067396,           0.0012519,           0.0009199,           0.0009199,           0.0009199
                  91,            0.017781,           0.0046259,          0.00020316,             0.81302,             0.64329,             0.70086,              0.4392,            0.067798,            0.065739,           0.0014703,            0.000919,            0.000919,            0.000919
                  92,            0.018221,           0.0046938,          0.00019996,             0.81217,             0.63417,             0.70581,             0.44432,            0.067948,             0.06323,          0.00094676,           0.0009181,           0.0009181,           0.0009181
                  93,            0.017675,           0.0045792,          0.00022429,             0.72077,             0.59505,             0.64325,             0.39492,            0.072276,            0.067601,           0.0014604,           0.0009172,           0.0009172,           0.0009172
                  94,            0.018756,           0.0048963,          0.00025149,             0.80645,             0.68159,             0.73052,              0.4443,            0.071463,            0.063829,          0.00085732,           0.0009163,           0.0009163,           0.0009163
                  95,            0.018589,           0.0048369,           0.0002568,             0.82321,             0.66116,             0.72504,             0.44876,            0.068015,             0.06387,            0.001147,           0.0009154,           0.0009154,           0.0009154
                  96,            0.018112,           0.0046431,          0.00020334,             0.75231,             0.61268,             0.67815,             0.43157,            0.067987,            0.067562,           0.0012681,           0.0009145,           0.0009145,           0.0009145
                  97,            0.017619,            0.004602,           0.0001875,             0.72634,             0.61755,              0.6695,             0.41053,            0.068786,            0.067416,           0.0011614,           0.0009136,           0.0009136,           0.0009136
                  98,            0.017617,           0.0043625,          0.00017731,             0.71002,              0.5813,             0.64008,             0.39407,            0.070679,            0.073014,           0.0015807,           0.0009127,           0.0009127,           0.0009127
                  99,            0.017346,           0.0043727,          0.00018332,             0.78366,             0.61856,             0.69175,              0.4305,            0.069024,            0.070403,           0.0011061,           0.0009118,           0.0009118,           0.0009118
                 100,            0.017349,           0.0043459,          0.00017583,             0.79301,             0.60998,             0.67793,             0.41641,            0.070082,            0.067611,          0.00090504,           0.0009109,           0.0009109,           0.0009109
                 101,            0.017099,           0.0042154,          0.00018682,             0.72976,             0.59417,             0.64503,             0.39626,            0.069273,            0.072578,           0.0012524,             0.00091,             0.00091,             0.00091
                 102,             0.01731,           0.0042269,           0.0001875,             0.81874,             0.67088,             0.72029,              0.4478,            0.067476,            0.066482,          0.00091375,           0.0009091,           0.0009091,           0.0009091
                 103,            0.016742,           0.0040009,          0.00018568,             0.80963,             0.61629,             0.68659,             0.42386,            0.068254,             0.07176,            0.001169,           0.0009082,           0.0009082,           0.0009082
                 104,            0.016325,           0.0037882,          0.00016025,             0.81845,             0.61014,             0.67207,             0.41534,             0.06813,            0.072185,          0.00090223,           0.0009073,           0.0009073,           0.0009073
                 105,            0.015305,            0.003723,          0.00016884,             0.76824,             0.56416,             0.63284,             0.39798,             0.06895,            0.076096,           0.0008396,           0.0009064,           0.0009064,           0.0009064
                 106,            0.015293,           0.0036007,          0.00016256,              0.8313,             0.49188,             0.60587,             0.37028,            0.070205,            0.073676,           0.0014044,           0.0009055,           0.0009055,           0.0009055
                 107,            0.015227,           0.0036374,          0.00017124,                0.74,             0.59588,             0.66918,             0.41978,            0.068354,            0.075608,           0.0015499,           0.0009046,           0.0009046,           0.0009046
                 108,            0.015246,           0.0035465,          0.00017296,             0.79156,             0.55039,             0.62663,             0.38928,            0.068987,            0.076122,            0.001194,           0.0009037,           0.0009037,           0.0009037
                 109,            0.014921,           0.0034831,          0.00016437,             0.78056,             0.52781,              0.5688,             0.34879,            0.070742,            0.080271,           0.0018146,           0.0009028,           0.0009028,           0.0009028
